epoch,lr,epoch_seconds,samples_per_sec,grad_norm_mean,nan_batches,peak_gpu_mb,train_loss,train_cls_loss,train_reg_loss,train_iou_loss,train_acc,train_mean_iou,train_iou_hit_0.5,train_iou_hit_0.7,train_precision_vehicle,train_recall_vehicle,train_precision_pedestrian,train_recall_pedestrian,train_precision_cyclist,train_recall_cyclist,train_box_mae_h,train_box_mae_w,train_box_mae_l,train_box_mae_x,train_box_mae_y,train_box_mae_z,train_box_mae_ry,val_loss,val_cls_loss,val_reg_loss,val_iou_loss,val_acc,val_mean_iou,val_iou_hit_0.5,val_iou_hit_0.7,val_precision_vehicle,val_recall_vehicle,val_precision_pedestrian,val_recall_pedestrian,val_precision_cyclist,val_recall_cyclist,val_box_mae_h,val_box_mae_w,val_box_mae_l,val_box_mae_x,val_box_mae_y,val_box_mae_z,val_box_mae_ry
11,0.0008330000000000003,70.23880336398724,106.05249012284914,6.284715485829179,0,9971.41748046875,2.780243727468675,0.43801164130369824,0.06467924427281144,0.759184282313111,0.9247311827956989,0.24081571800734408,0.10853494623655914,0.00655241935483871,0.9327856609410008,0.9840456962773292,0.8761061946902655,0.6716417910447762,0.41935483870967744,0.09420289855072464,0.6140705715584499,0.215135288655117,1.0429584358328132,4.04815024457952,0.18694830982274907,11.344059585243143,1.544852800266717,2.8000362933916336,0.4221151621642715,0.0666811617816697,0.7704133216587798,0.9265197060788243,0.22958667643004924,0.04208416833667335,0.0006680026720106881,0.9323420074349442,0.9874015748031496,0.952755905511811,0.657608695652174,0.48,0.27906976744186046,1.0088376801413699,0.23108935149096616,1.0073361113299188,4.03066962069484,0.19050985411476437,10.792069551701058,1.531004111290615
12,0.0008960000000000003,70.25667355605401,106.02551505739658,6.152464710256105,0,9971.41748046875,2.7389415412820797,0.4190986340725294,0.06419273634110728,0.7518833939747144,0.9210349462365591,0.2481166052241479,0.11508736559139784,0.00823252688172043,0.9333333333333333,0.9795033504138747,0.8761061946902655,0.6698240866035182,0.27419354838709675,0.1223021582733813,0.5993150578391168,0.20741046692735404,1.0398420723535682,4.026223769751928,0.1852675453629545,11.045252717951293,1.5563225938427834,2.721170569230655,0.4386619105487166,0.0633127653278266,0.7397319519607402,0.9191716766867067,0.26026804827815625,0.13226452905811623,0.004676018704074816,0.9242089771891097,0.988976377952756,0.9316239316239316,0.592391304347826,0.5238095238095238,0.2558139534883721,0.6315370966134743,0.2317479830546306,1.0086013218045793,3.8089419245799543,0.18413326082503548,9.506618216902556,1.4804114327083528
13,0.0009590000000000003,70.48884990997612,105.67628794502093,6.7123879822351595,0,9971.41748046875,2.7170778269408853,0.41261410993593994,0.06431190757661738,0.7467172697026242,0.9217069892473119,0.25328273061783085,0.125,0.009408602150537635,0.9373224768036357,0.9757539917208752,0.8474295190713101,0.6905405405405406,0.36764705882352944,0.17985611510791366,0.5832651129332922,0.2111032364829894,1.0374124037322177,3.938195013230847,0.19015865989269748,10.743667243629373,1.5190192653286843,2.7135270888915284,0.4167963197889054,0.06384644406781088,0.7442947854658087,0.9298597194388778,0.2557052174009477,0.1462925851703407,0.009352037408149633,0.9357249626307922,0.9858267716535433,0.88,0.717391304347826,0.8888888888888888,0.18604651162790697,0.45843313277046444,0.2477145344715717,1.0939855480002976,4.029618593877207,0.17089905576381034,10.771355128877547,1.5478318519566803
14,0.0010220000000000003,70.40208050003275,105.80653223730418,6.5545875154515745,0,9971.41748046875,2.696600147472915,0.4037403989863652,0.06342304830429374,0.743145566473725,0.9230510752688172,0.25685443096263433,0.14331317204301075,0.012600806451612902,0.9393594845556187,0.976363994484932,0.8402662229617305,0.686141304347826,0.43243243243243246,0.2302158273381295,0.48278051646806863,0.20956876281128134,1.0222333618389663,3.989538123530726,0.1835978672068606,10.71872543006815,1.5163376497965988,2.689342499097825,0.3916060085605603,0.06370373477608104,0.7446775949630406,0.9131596526386105,0.2553224018914905,0.14896459585838343,0.006012024048096192,0.9468334636434714,0.9535433070866142,0.7486631016042781,0.7608695652173914,0.5161290322580645,0.37209302325581395,0.5051158441251807,0.20290811745102755,0.9594745699692028,3.781440994782534,0.17319824843702908,11.185822369021897,1.5068062022278608
15,0.0010850000000000005,70.3012661129469,105.95826237371517,6.43657592035109,0,9971.41748046875,2.67328651233386,0.3866909820866841,0.06333348551584829,0.7410873539986149,0.920866935483871,0.2589126450400199,0.14196908602150538,0.01243279569892473,0.9391056137012369,0.9726054394954671,0.84,0.6820027063599459,0.4329896907216495,0.302158273381295,0.49811721072402054,0.20662733760251795,1.0300865827068206,3.9122361829203944,0.1818510196221772,10.865773918808147,1.5225214868463495,2.717685666972984,0.39600432185865514,0.06390358849553641,0.7525925859261451,0.9331997327989312,0.24740741407385491,0.15430861723446893,0.026052104208416832,0.9288856304985337,0.9976377952755906,0.9758064516129032,0.657608695652174,1.0,0.20930232558139536,0.47644716465401504,0.20580952917645595,0.925529081182792,3.777144137110484,0.1698671033880913,11.851455229795528,1.5369361668486714
16,0.0011480000000000006,70.39507840294391,105.81705666071798,6.023673239574637,0,9971.41748046875,2.649420069110009,0.3705602937167691,0.06312123950450652,0.7385795084379052,0.9264112903225806,0.2614204917223223,0.15272177419354838,0.017641129032258066,0.9446459247948081,0.9747882607839276,0.8720538720538721,0.7028493894165536,0.3949579831932773,0.34057971014492755,0.4841257195959809,0.2056062702209719,0.9978835332778192,3.9588661911667034,0.18123122088370786,10.838754120693412,1.5229738873820151,2.6611769333153306,0.41936289875923033,0.062043531116598355,0.7265901522550411,0.9291917167668671,0.27340984631158066,0.15364061456245826,0.012692050768203072,0.933184855233853,0.989763779527559,0.9014084507042254,0.6956521739130435,0.75,0.13953488372093023,0.3926682246073772,0.2111066192010282,1.0633245454124394,3.9389762496183773,0.16527216850158447,9.855279019138537,1.359062786013107
17,0.0012110000000000007,70.42897377093323,105.7661300621461,6.295342999119913,0,9971.41748046875,2.64128182523994,0.3773250262583456,0.06288029485812752,0.733692164703082,0.918010752688172,0.2663078357776006,0.15826612903225806,0.015961021505376344,0.9416954353663214,0.9672970843183609,0.8368678629690048,0.6970108695652174,0.328,0.29285714285714287,0.45255546544187814,0.20988534182630558,1.014435649559062,3.9449040351375455,0.18347930459566014,10.589671442585606,1.5042067612371137,2.579355343389925,0.3870289256036003,0.061684730595242765,0.7102138944363388,0.9104876419505677,0.28978610213948,0.21910487641950568,0.05076820307281229,0.949685534591195,0.9511811023622048,0.8516129032258064,0.717391304347826,0.32857142857142857,0.5348837209302325,0.314927282377968,0.2057577504582937,1.047628484253256,3.876012151051778,0.16429079510644826,9.331613381385166,1.4279820576618731
18,0.0012740000000000008,70.27224737498909,106.00201755680872,5.797562394090878,0,9971.41748046875,2.6225767007438083,0.37162063615296476,0.06230641140412259,0.7295498860779629,0.9243951612903226,0.27045011424249216,0.1693548387096774,0.021001344086021504,0.9472569778633301,0.9694641449960599,0.8136363636363636,0.7276422764227642,0.4536082474226804,0.3188405797101449,0.4187339520262134,0.20101990903257042,0.9973552502611632,3.922167390905401,0.1770966556123508,10.511430258392005,1.5115045065520911,2.572598251885546,0.36344495875563076,0.060935845485351525,0.7160725026586172,0.9345357381429525,0.2839274938375693,0.18102872411489646,0.03006012024048096,0.9394166043380703,0.988976377952756,0.9285714285714286,0.7065217391304348,0.65,0.3023255813953488,0.4161969072116401,0.20061002354185503,1.0695267462618923,3.9473376073435933,0.19752451667964022,9.311976125101767,1.3599069629737992
19,0.001337000000000001,70.17430471198168,106.1499651556668,5.903524229603429,0,9971.41748046875,2.5561874092266126,0.3372358360918619,0.06185297351530803,0.7190328701849906,0.9274193548387096,0.2809671302956919,0.18834005376344087,0.027385752688172043,0.949430611850994,0.9692610837438423,0.8384146341463414,0.7452574525745257,0.4434782608695652,0.3669064748201439,0.41647365272686043,0.19906812569787424,1.0060798891129032,3.90490545252318,0.17618704779494193,10.201357851746263,1.4602451914100236,2.5301919749520505,0.34700592856607837,0.0606750378418781,0.7075036764941218,0.9205076820307281,0.29249632828380556,0.20240480961923848,0.02338009352037408,0.9411764705882353,0.9700787401574803,0.8445945945945946,0.6793478260869565,0.525,0.4883720930232558,0.4455701283956259,0.21165942381283565,1.0200129619183027,3.7758061186663694,0.18023646538784763,9.332049352611472,1.3465743921722024
20,0.0014,70.23829101701267,106.05326371331772,6.307694163373721,0,9971.41748046875,2.510900697400493,0.31179094715144046,0.06056492595422652,0.7128482787839828,0.9299395161290323,0.2871517208955621,0.20194892473118278,0.026713709677419355,0.9564538176137474,0.9655036467573428,0.8282828282828283,0.7756756756756756,0.45652173913043476,0.45323741007194246,0.39623370430161875,0.19550829693194358,0.9554558293793791,3.8471374024627027,0.1777665219319764,9.921895083560738,1.4182184242433118,2.6084049862866094,0.4301017842335787,0.05823366554253644,0.7066898512776565,0.8623914495657983,0.29331014884179163,0.2010688042752171,0.024716098864395457,0.9612068965517241,0.8779527559055118,0.5767790262172284,0.8369565217391305,0.3142857142857143,0.5116279069767442,0.3320180807578699,0.21705656045265173,0.9685353844183321,3.779557900183505,0.1692426980298284,9.035158879771261,1.4761960189503356
21,0.001399893386609474,81.30277360393666,91.6204905417805,6.578518534219393,0,23385.861328125,2.5151417357947237,0.322791981600946,0.060389164514759536,0.7106535293722666,0.9304435483870968,0.28934647014705084,0.20362903225806453,0.02721774193548387,0.9574052364204767,0.9653270291568163,0.8192090395480226,0.7880434782608695,0.4603174603174603,0.4142857142857143,0.37198928815703236,0.19011713275986333,0.9700013636260905,3.817718885278189,0.17337295437051403,10.004745975617439,1.478860168687759,2.548003590736058,0.37331569521285407,0.05933743433338766,0.7051168298753167,0.9071476285905143,0.29488316136514975,0.22044088176352705,0.035404141616566465,0.9619124797406807,0.9346456692913386,0.7727272727272727,0.8315217391304348,0.27692307692307694,0.4186046511627907,0.384051488890358,0.1899960541135881,1.089824136289343,3.7115066671021077,0.16341776360490756,9.699324797055048,1.3647833233605884
22,0.0013995735789133672,79.70178100001067,93.46089769310177,6.568241116821125,0,23185.58251953125,2.4242069849403958,0.27733507844549354,0.05910239276546304,0.6959231681721185,0.9327956989247311,0.30407682990515106,0.24092741935483872,0.03763440860215054,0.9642151047844998,0.9615536277602523,0.8255494505494505,0.8121621621621622,0.4457831325301205,0.5285714285714286,0.37425946388193354,0.19083204296647863,0.924359977886241,3.7275509295925016,0.1689960067310641,9.654599440995083,1.392873546128632,2.4420129349809847,0.331162458550715,0.0590856208745328,0.6839216189457722,0.9432197728790915,0.31607838224870966,0.24315297261189045,0.050100200400801605,0.9501510574018127,0.9905511811023622,0.9424460431654677,0.7119565217391305,0.6764705882352942,0.5348837209302325,0.3757248555491109,0.20369021480053207,0.9387217249644145,3.676662468002411,0.16475539360352173,8.721388343500152,1.4429277663399716
23,0.0013990406743282016,79.71744273195509,93.44253584559651,6.76902332357181,0,23185.58251953125,2.40570399069017,0.26968454729805713,0.058721736754461004,0.6924325714829147,0.9391801075268817,0.3075674291579954,0.2427755376344086,0.039146505376344086,0.9643137254901961,0.9688731284475965,0.8457223001402524,0.8170731707317073,0.49640287769784175,0.5,0.3709159639253411,0.19003186559164395,0.9115405646703576,3.745975737930626,0.17005695963418613,9.54576854295628,1.373959550934453,2.3663818274009363,0.264562902704588,0.05639913448480343,0.68180659339678,0.9365397461589846,0.31819340190492473,0.2571810287241149,0.05410821643286573,0.9696969696969697,0.9574803149606299,0.8186528497409327,0.8586956521739131,0.56,0.6511627906976745,0.28607783957808197,0.1923713862457989,0.888055686721343,3.7704820040471567,0.16613331251966212,8.685311214877672,1.4466263153748904
24,0.0013982948351818768,79.78612078400329,93.36210266652651,7.093788395645798,0,23185.58251953125,2.3636733537079184,0.24345487067776342,0.0576654509591159,0.6875176756612716,0.9391801075268817,0.3124823249796385,0.2572244623655914,0.05090725806451613,0.9699622040978715,0.9611669623496945,0.832010582010582,0.851150202976996,0.5029585798816568,0.6071428571428571,0.3530567886047466,0.19039811346159186,0.9066881229800563,3.7126054763793945,0.16827844211491205,9.496473327759773,1.3490869441340048,2.3771435430866923,0.2683368678401929,0.05698846177799589,0.6839394032676457,0.9525718102872411,0.31606060389924545,0.24782899131596525,0.052772211088844355,0.9623944742900997,0.9874015748031496,0.9415584415584416,0.7880434782608695,0.675,0.627906976744186,0.3284448236326576,0.2016398505361859,0.9320894749704487,3.752301172168556,0.17080055337471411,8.793333014091333,1.3066402121870695
25,0.0013973362886642218,79.92207931901794,93.20328078886038,6.720783830970846,0,23185.58251953125,2.3104084999330583,0.2274566584176594,0.056589786884605246,0.6754540153729018,0.9442204301075269,0.32454598494755327,0.2750336021505376,0.06384408602150538,0.9743385717127512,0.9649330181245075,0.8563685636856369,0.8586956521739131,0.48128342245989303,0.6428571428571429,0.32348836509771245,0.18284282136347987,0.8751862510558097,3.6648508271863385,0.1659070493713502,9.21592519616568,1.3124506505586768,2.3414551969679818,0.26850024718758897,0.05424604195860042,0.6729029707695217,0.9505678022712091,0.3270970295490069,0.2758851035404142,0.05945223780895124,0.9615680245964643,0.9850393700787402,0.9259259259259259,0.8152173913043478,0.6470588235294118,0.5116279069767442,0.3228820419821169,0.18769542201009684,0.8343941733768644,3.5738365310944156,0.15876432220061462,8.64096864383063,1.2040512681246283
26,0.0013961653267577912,79.94336067605764,93.17846956902967,6.237017408494027,0,23185.58251953125,2.2923950854168145,0.21665803244918264,0.05575350411636855,0.673327854884568,0.9475806451612904,0.3266721422313362,0.2830981182795699,0.06602822580645161,0.9765080629106112,0.9663120567375887,0.8511749347258486,0.8846675712347354,0.50920245398773,0.5971223021582733,0.33504221163770204,0.17899869254199408,0.8154266066448663,3.5943321848428376,0.16291985268233924,9.180606770259077,1.3497520140422288,2.305889321711355,0.23981926621559388,0.05524316213592021,0.6702756368882989,0.927187708750835,0.3297243634302296,0.269873079492318,0.06479625918503674,0.9724696356275304,0.9456692913385827,0.7740384615384616,0.875,0.48148148148148145,0.6046511627906976,0.426606663084062,0.1878550267649557,0.7886371230314633,3.5929822647818423,0.15220025418675892,8.718970941557595,1.3170674565480245
27,0.0013947823061489252,79.86577262799256,93.2689906437988,6.750597020631195,0,23185.58251953125,2.268296818579397,0.2213753543553814,0.054468005575159545,0.6641511532568163,0.9484206989247311,0.3358488448204533,0.30023521505376344,0.08064516129032258,0.9744503862150921,0.9694581280788177,0.8582995951417004,0.8629579375848032,0.5493827160493827,0.6357142857142857,0.31949849138336794,0.17519092431632421,0.8294539089484881,3.5634146659604964,0.16403502674512965,9.041637830836798,1.2633157462202094,2.218404254199826,0.21156629570122154,0.052596407694245624,0.6514138324943956,0.9438877755511023,0.34858616846118995,0.3246492985971944,0.09953239812959253,0.9715189873417721,0.9669291338582677,0.9117647058823529,0.842391304347826,0.47619047619047616,0.6976744186046512,0.2853140034672413,0.1862293248504659,0.8571485909288059,3.4603261903037845,0.1494295979310611,8.257495816421255,1.194072185712571
28,0.0013931876481190991,80.01037582103163,93.10042508314211,6.247497371447984,0,23185.58251953125,2.2207812814302343,0.19157110791533224,0.0536879168082309,0.6585074118388596,0.9539650537634409,0.3414925891225056,0.3133400537634409,0.08333333333333333,0.9793117167296599,0.9706230283911672,0.8753315649867374,0.8918918918918919,0.5555555555555556,0.6785714285714286,0.3086732999291471,0.16860047191061,0.7742155533964916,3.504142738157703,0.15768392832689387,8.881500259522468,1.2412930323231606,2.2861350324843515,0.2444303867593159,0.0523761461352657,0.6631094877450723,0.9331997327989312,0.336890511777135,0.2859051436205745,0.07548430193720775,0.9803921568627451,0.9448818897637795,0.7276595744680852,0.9293478260869565,0.6842105263157895,0.6046511627906976,0.3213476478535888,0.17270914968364462,0.7632951105763773,3.513543388249481,0.1458318505831854,8.10871595689752,1.2637227452748923
29,0.0013913818384165963,79.9230856129434,93.20210728692948,6.733697050361223,0,23185.58251953125,2.1773490649397655,0.1740710049547175,0.053158529823826205,0.6500398394882038,0.9556451612903226,0.349960159870886,0.32241263440860213,0.08786962365591398,0.9818580542264753,0.9696790706832054,0.8651102464332037,0.90625,0.5818181818181818,0.7007299270072993,0.3002032962858036,0.15514915805029614,0.7500888243798287,3.465435238294704,0.15566371685715133,8.645040158302553,1.2516285488682408,2.1826699730867376,0.18334511146397295,0.05132189724761085,0.6493343179354926,0.9592518370073481,0.35066567664952303,0.3346693386773547,0.08817635270541083,0.9734996102883866,0.9834645669291339,0.9329268292682927,0.8315217391304348,0.68,0.7906976744186046,0.309577921190179,0.17002399555427994,0.7722758839109697,3.435092072369022,0.1540465123986274,8.826821785253449,1.1483916675717973
30,0.0013893654271085454,79.9029008509824,93.22565164301434,7.269846898253246,0,23185.58251953125,2.1414385111101213,0.1556764875128064,0.052361440554421435,0.6444668641654394,0.9581653225806451,0.35553313679592585,0.3346774193548387,0.09660618279569892,0.981698826337776,0.9729889589905363,0.8821192052980132,0.9,0.6,0.7285714285714285,0.3105566679470001,0.1552585915371936,0.7400484588197482,3.4418238773140857,0.15551903411265341,8.525950734333325,1.2265044111077503,2.2381172708933086,0.2748392078983202,0.05119400161630166,0.6373613541653416,0.948563794255177,0.3626386487014149,0.34335337341349365,0.11957247828991316,0.9635941130906274,0.9795275590551181,0.8611111111111112,0.842391304347826,0.8076923076923077,0.4883720930232558,0.3061482102057101,0.1657186182005531,0.8199968637429481,3.376406586162233,0.14546937917022604,8.03999693519526,1.1299003494048645
31,0.0013871390284133644,80.13697229896206,92.95334957515583,6.682364222823932,0,23185.58251953125,2.135038948828174,0.15761180632617525,0.05068644164230234,0.6422468962207917,0.9605174731182796,0.35775310281784306,0.3400537634408602,0.10534274193548387,0.9828957836117741,0.9741770155726395,0.8828947368421053,0.9079837618403248,0.6341463414634146,0.7428571428571429,0.3035012834495114,0.15196088733532095,0.73003936582996,3.3864440379604215,0.14964958881178209,8.586261897958735,1.1705221713230174,2.118226117265965,0.17157921480710456,0.049062235438891384,0.6325282122822865,0.9492317969271877,0.36747179114189477,0.36138944555778224,0.11756847027388109,0.9830645161290322,0.9598425196850394,0.8442211055276382,0.9130434782608695,0.5862068965517241,0.7906976744186046,0.28448898758821356,0.16693919837355375,0.8123326158236884,3.386113112659238,0.1553842930612201,7.609367773225488,1.0825855201614165
